age,gender,height_cm,weight_kg,activity_level,goal,calories_required
24,1,155,59.6,1,1,1644
60,0,161,57.1,3,2,2177
30,1,181,99.1,3,1,2572
24,0,160,66.2,3,1,1942
60,0,183,100.4,2,1,2047
60,1,159,66.5,1,2,2058
37,1,176,82.5,3,1,2340
40,1,180,97.7,3,1,2502
24,1,158,70.5,3,1,2172
28,0,182,83.0,2,1,2027
46,1,168,90.3,2,2,2623
42,1,155,80.0,1,1,1758
21,0,185,69.6,2,1,1947
22,1,167,62.3,3,1,2156
23,0,190,97.3,2,1,2245
59,0,189,94.6,2,2,2532
43,0,176,73.7,2,2,2322
45,0,171,76.7,1,1,1610
46,1,165,78.3,3,2,2684
19,0,151,65.0,2,2,2198
18,1,151,69.2,2,2,2445
60,0,150,57.5,2,1,1412
18,1,158,61.0,3,1,2107
29,0,177,81.1,3,2,2672
45,0,150,69.2,2,1,1604
30,0,183,64.3,2,2,2336
37,0,151,82.7,1,1,1585
28,1,190,101.9,2,1,2466
26,1,176,77.7,1,2,2447
32,1,174,62.7,1,1,1754
18,0,178,89.5,2,2,2617
27,0,183,81.2,2,2,2520
32,1,183,78.9,3,2,2872
45,0,178,73.3,1,2,2120
19,0,164,85.8,2,1,1988
21,1,166,65.4,3,2,2686
51,1,179,90.7,3,1,2370
60,1,170,60.3,3,2,2465
37,0,186,72.5,2,1,1902
38,1,190,99.2,3,1,2589
60,0,171,62.6,1,2,1894
55,1,157,64.6,2,2,2252
22,0,151,56.1,2,1,1594
49,1,159,59.1,3,2,2439
28,1,167,74.4,2,1,2047
54,1,184,73.0,2,2,2510
36,1,176,65.1,2,1,1971
22,0,184,93.8,2,1,2178
57,1,180,91.2,1,1,1952
33,1,184,70.5,2,2,2590
31,0,188,77.9,1,2,2299
32,0,162,61.1,3,1,1863
49,0,164,82.6,2,2,2306
45,0,166,81.4,3,1,2026
24,0,182,93.5,3,1,2352
24,0,177,90.8,1,2,2394
19,1,169,71.9,2,2,2580
51,1,172,60.8,2,1,1828
34,1,152,54.8,3,2,2428
32,1,151,72.4,3,2,2607
39,1,158,86.6,1,1,1858
54,1,165,80.8,3,1,2169
55,0,155,74.9,1,1,1442
50,0,187,72.1,1,1,1639
54,1,166,79.3,3,1,2160
44,0,190,74.8,3,2,2615
20,0,176,92.6,3,1,2326
58,0,152,75.6,3,1,1816
47,1,163,83.6,3,2,2719
26,0,172,80.7,1,1,1752
27,0,176,81.5,3,2,2680
46,1,166,70.6,3,1,2113
35,1,184,91.1,3,2,2986
50,1,172,78.7,3,1,2212
22,1,153,75.5,1,2,2301
35,0,166,58.7,1,2,1949
57,0,165,80.1,2,1,1747
38,1,181,96.2,3,1,2503
53,0,178,88.8,3,1,2135
56,0,163,68.3,2,2,2121
60,0,152,61.3,2,1,1463
44,1,154,76.3,3,1,2105
27,0,157,70.6,1,1,1552
42,1,182,77.4,2,1,2101
21,1,188,86.5,2,2,2835
22,1,160,62.4,1,2,2214
42,1,161,78.9,2,1,1985
54,1,189,86.7,2,1,2178
49,1,182,71.1,3,1,2203
39,0,164,70.9,2,1,1739
35,0,156,82.9,1,1,1629
24,0,178,69.7,1,1,1689
25,0,171,90.7,2,1,2050
39,0,182,68.4,1,2,2126
30,0,158,85.8,3,1,2095
52,1,174,61.0,2,2,2337
51,1,175,77.3,2,2,2511
45,0,174,81.0,3,1,2072
24,1,155,79.0,2,2,2538
41,0,173,92.1,2,2,2497
54,0,152,60.2,2,1,1482
36,0,180,78.3,1,1,1728
52,1,164,87.6,1,2,2341
52,0,158,64.9,3,2,2276
60,0,152,54.4,2,2,1894
56,0,178,69.2,2,2,2224
29,0,180,64.8,3,1,2028
30,0,161,85.1,1,2,2207
30,1,155,80.1,1,2,2319
19,0,180,68.1,2,2,2411
55,0,180,86.6,1,2,2216
23,0,168,77.2,1,1,1707
29,0,180,79.7,3,2,2677
43,1,187,74.9,2,2,2602
26,1,180,91.7,1,1,2112
35,0,180,90.7,2,1,2057
59,0,182,80.4,3,1,2046
34,0,177,73.4,2,1,1870
23,0,163,73.5,2,2,2338
35,0,180,93.7,3,1,2287
46,0,179,65.4,2,1,1742
32,1,189,81.0,3,2,2931
53,1,163,88.2,3,2,2735
39,1,165,90.2,3,2,2838
39,1,173,82.4,1,1,1910
40,0,160,74.8,3,1,1948
58,0,174,74.5,2,1,1742
43,1,176,64.7,3,2,2632
41,1,177,73.8,1,2,2339
32,0,163,61.0,1,1,1468
56,1,185,79.6,3,1,2272
55,0,154,59.5,1,2,1782
46,1,189,75.8,3,2,2809
50,0,158,74.0,1,1,1477
36,0,154,68.0,3,1,1862
20,0,168,90.9,1,2,2359
30,0,167,89.0,2,1,1983
35,0,182,79.0,1,2,2252
18,0,175,92.8,1,2,2431
50,0,150,79.9,2,2,2186
39,1,154,71.3,2,2,2380
21,0,183,75.5,3,2,2693
39,0,175,79.1,2,1,1889
60,1,154,67.4,2,2,2236
42,0,190,86.9,3,1,2246
53,1,181,73.0,2,1,1996
52,1,154,73.2,1,1,1634
42,0,178,69.4,3,2,2496
40,0,150,72.5,3,1,1862
36,0,183,87.2,1,2,2335
29,1,150,73.0,2,2,2422
23,1,187,98.7,1,2,2740
53,1,154,81.7,3,2,2614
25,1,158,73.1,2,1,1993
24,1,156,84.3,1,1,1898
22,1,170,88.5,1,1,2037
49,0,190,67.3,1,2,2115
48,0,179,65.5,2,1,1733
26,1,175,95.7,3,1,2520
42,0,171,68.6,3,1,1944
45,1,163,67.8,3,2,2571
56,1,177,82.6,2,2,2552
31,0,178,83.5,3,2,2692
57,1,171,82.4,3,2,2707
19,1,170,72.5,1,2,2392
51,1,158,59.9,1,1,1531
50,1,152,66.7,1,1,1567
46,1,157,73.4,3,1,2085
43,0,156,74.9,1,1,1509
56,1,168,81.2,3,1,2182
58,1,175,61.6,2,1,1819
52,1,160,62.9,3,1,1969
51,0,190,67.0,3,2,2502
39,1,180,77.3,2,2,2603
28,0,176,65.8,2,2,2318
41,1,162,82.7,2,2,2534
50,1,185,68.4,2,1,1990
22,1,178,71.9,3,1,2321
20,0,162,85.6,2,2,2468
41,1,158,80.3,3,2,2685
48,0,182,73.4,2,2,2331
47,1,177,92.0,3,1,2391
33,0,151,53.3,3,1,1711
44,1,175,77.0,1,2,2343
31,1,150,57.8,1,1,1560
34,1,153,58.5,2,2,2271
19,0,157,56.5,2,2,2151
33,1,170,71.4,3,2,2711
57,1,169,65.0,3,2,2521
30,1,167,59.3,3,1,2086
51,1,172,76.2,3,2,2682
49,0,169,80.9,1,2,2120
48,1,181,94.6,1,1,2037
46,0,166,75.4,2,1,1761
43,0,155,76.1,2,1,1714
32,0,164,71.2,2,2,2277
39,1,187,97.8,3,2,3051
20,0,154,67.1,1,2,2033
29,1,183,65.3,3,2,2751
35,0,154,66.5,1,1,1452
55,1,167,60.8,3,1,1976
30,1,151,53.1,3,2,2424
43,1,184,94.6,2,1,2281
60,1,152,63.5,2,1,1685
49,1,160,76.1,3,2,2616
42,1,188,82.7,1,1,1992
36,0,180,90.9,1,1,1854
23,0,187,90.5,2,2,2658
57,0,172,85.0,1,2,2140
19,1,176,65.4,2,1,2059
58,0,150,58.9,2,1,1436
51,0,151,54.1,3,1,1629
38,0,164,72.3,3,1,1958
34,0,180,82.6,3,2,2681
57,0,167,78.0,1,2,2038
25,0,157,66.0,3,1,1916
55,0,167,76.7,2,2,2235
25,1,154,73.8,1,1,1775
22,1,167,84.6,2,1,2179
39,1,155,73.5,1,1,1708
31,1,153,57.0,1,1,1571
25,0,158,79.1,2,2,2353
54,0,167,86.8,1,1,1641
48,1,166,65.4,2,2,2351
48,0,168,79.0,3,1,2000
35,1,157,73.4,2,2,2440
23,0,190,94.0,1,2,2512
27,1,176,79.4,3,2,2859
51,1,171,76.8,2,1,1981
31,1,190,89.8,2,1,2330
19,0,185,83.8,1,1,1899
25,1,163,64.8,2,1,1941
42,1,159,56.8,3,2,2451
60,1,176,82.6,1,2,2326
21,0,152,69.5,3,1,1940
19,1,169,79.0,3,2,2851
24,0,177,92.5,3,1,2311
27,1,188,72.6,1,2,2466
23,0,189,95.4,3,2,2920
43,1,182,76.3,3,1,2285
55,1,175,61.3,1,2,2131
36,0,182,84.2,2,1,1999
24,1,169,62.3,1,2,2259
21,1,154,77.8,1,2,2335
18,0,184,69.2,2,1,1952
34,0,175,72.9,3,1,2052
56,0,187,96.3,2,2,2551
43,1,174,77.5,1,2,2347
28,0,168,60.8,3,1,1918
31,1,160,63.4,1,1,1679
48,1,169,66.3,1,1,1679
32,1,183,65.7,1,1,1840
23,1,183,67.5,3,2,2803
23,0,162,60.7,2,2,2204
35,1,180,79.9,2,1,2149
35,1,190,78.3,1,1,1995
43,0,186,88.1,2,1,2028
22,1,188,73.7,3,1,2402
32,0,154,59.3,3,1,1795
37,1,173,66.8,1,1,1764
27,0,172,61.9,1,1,1559
25,0,179,92.4,1,2,2417
29,0,178,65.3,2,2,2320
18,0,170,84.2,3,2,2714
50,0,154,69.2,2,2,2104
54,0,189,86.4,3,2,2675
19,1,182,89.9,2,1,2341
31,0,177,88.9,2,1,2040
50,0,165,83.1,3,2,2512
36,1,165,90.4,3,1,2355
34,0,177,85.1,1,1,1787
44,1,172,64.3,3,2,2598
39,0,179,79.7,2,1,1920
57,1,171,87.0,3,2,2753
51,1,171,71.8,2,2,2431
55,1,179,82.8,3,2,2771
58,1,160,76.3,2,1,1873
41,1,188,92.3,3,1,2493
60,1,177,67.8,2,1,1884
47,1,151,76.5,1,2,2173
27,0,153,59.6,2,1,1617
51,0,166,79.2,2,1,1774
19,0,171,60.4,1,1,1577
45,1,155,64.4,2,2,2287
49,1,183,66.8,2,1,1966
49,1,185,89.5,3,2,2906
36,1,183,91.6,1,1,2079
57,0,179,83.6,2,2,2369
60,1,176,94.4,3,2,2844
46,1,190,78.0,2,1,2137
22,1,187,100.3,2,1,2461
45,1,180,98.9,2,1,2289
27,1,160,86.1,3,1,2326
51,0,171,84.5,2,1,1858
25,1,169,62.1,3,1,2152
33,0,180,96.2,1,2,2422
29,1,184,97.5,1,1,2180
52,0,171,82.1,3,2,2529
53,1,169,91.1,3,2,2802
27,1,189,78.4,1,2,2530
26,0,159,64.9,1,1,1512
54,1,190,69.2,2,2,2509
57,0,159,62.8,3,2,2236
21,0,155,77.8,3,2,2541
49,0,186,87.4,2,2,2491
36,1,169,66.8,1,2,2244
28,1,164,62.7,2,1,1912
58,1,177,81.7,1,1,1833
24,0,157,86.2,1,1,1723
43,0,160,74.1,1,1,1526
29,1,160,82.4,3,2,2779
21,1,150,64.8,3,2,2580
41,1,155,55.0,2,2,2213
36,0,165,60.5,2,2,2156
35,1,176,82.8,3,1,2353
27,0,161,81.1,2,1,1882
57,1,157,73.2,2,1,1828
45,0,190,99.9,2,2,2661
26,0,163,81.3,1,1,1701
54,0,155,72.1,3,2,2319
36,1,189,68.2,2,1,2083
37,0,179,68.8,3,2,2521
19,1,177,69.4,2,2,2605
46,1,164,86.0,1,2,2355
29,1,154,69.9,2,1,1916
57,0,190,90.5,3,1,2207
44,0,181,98.3,1,1,1894
52,0,181,94.5,2,1,2016
22,1,158,81.7,2,1,2094
52,0,182,96.7,1,2,2344
56,1,180,96.1,2,1,2206
60,1,167,84.1,2,1,1984
49,1,184,78.3,1,2,2388
55,1,164,90.1,1,1,1851
31,1,154,72.2,2,1,1929
51,1,172,77.5,1,2,2295
19,1,158,70.8,3,1,2200
58,0,164,70.2,1,2,1937
32,0,152,60.9,2,2,2099
53,0,159,82.2,3,1,1950
40,1,176,75.4,2,1,2054
18,1,164,63.3,2,2,2468
31,0,165,83.5,2,1,1911
50,1,182,90.2,1,2,2489
45,1,155,75.9,3,1,2102
45,1,159,80.9,1,2,2277
53,0,175,78.0,1,1,1608
39,1,170,91.6,3,2,2883
21,1,165,64.4,2,1,1970
53,1,164,66.4,2,1,1824
35,1,187,101.5,1,2,2708
44,1,166,85.0,3,1,2267
39,1,165,89.5,3,2,2831
21,1,183,71.1,2,1,2149
54,1,163,78.7,3,1,2135
43,1,156,74.6,1,1,1706
32,0,158,80.1,1,1,1628
41,0,162,64.4,1,2,1951
52,1,182,67.2,3,2,2649
54,1,155,55.8,3,1,1856
54,1,166,70.9,2,1,1876
40,0,173,62.5,3,1,1906
18,1,182,92.1,1,1,2168
24,0,176,61.7,2,2,2297
29,0,177,96.1,3,1,2322
38,0,161,57.8,1,1,1394
49,1,166,80.8,3,2,2700
39,0,161,73.0,3,2,2441
34,1,157,85.2,3,2,2763
59,1,162,76.1,3,2,2578
39,0,167,70.3,3,1,1951
27,0,176,81.2,3,1,2177
22,1,159,61.1,2,1,1894
36,0,159,71.5,1,1,1528
57,0,174,61.7,3,1,1819
19,1,185,88.5,2,2,2846
56,0,176,80.5,1,1,1625
22,0,163,64.1,1,1,1549
39,1,156,62.2,3,1,2002
28,0,155,55.7,3,2,2285
37,1,156,85.2,2,2,2542
50,1,171,81.0,2,1,2028
39,0,170,83.8,1,2,2205
32,0,182,80.6,2,1,1983
49,1,167,89.4,2,1,2092
59,0,162,58.7,1,2,1804
36,1,169,59.5,1,2,2171
52,0,150,66.2,3,1,1739
21,1,188,94.2,3,2,3112
55,0,161,57.4,1,2,1805
18,0,160,74.0,1,2,2150
57,0,163,69.1,3,2,2324
33,1,171,91.8,2,2,2721
47,0,169,81.3,3,1,2034
22,0,190,81.9,3,2,2796
53,1,172,71.5,2,1,1925
22,1,187,79.7,3,2,2955
45,1,182,67.1,1,1,1783
49,1,181,65.9,2,2,2445
38,1,171,80.8,2,1,2086
53,0,179,93.9,3,1,2192
54,0,176,63.7,3,1,1867
34,1,188,67.7,2,1,2082
25,0,159,62.8,2,1,1696
54,1,182,99.0,3,1,2457
43,0,151,71.0,1,1,1438
49,0,161,84.6,1,1,1607
28,1,156,63.5,2,1,1870
39,0,163,60.4,2,1,1627
20,1,179,79.2,3,1,2410
48,0,176,64.1,2,1,1701
39,0,158,69.9,2,2,2191
59,0,185,92.7,3,1,2188
51,1,164,81.5,1,2,2285
36,1,184,72.2,3,2,2792
20,1,189,81.0,3,1,2491
56,1,159,66.3,1,1,1576
21,1,174,86.7,1,1,2049
29,1,189,73.0,1,1,1966
34,0,186,95.1,1,2,2443
31,1,151,76.8,2,2,2456
25,0,168,80.1,2,2,2426
49,1,155,57.2,3,2,2395
55,0,163,76.6,2,1,1709
28,0,186,99.4,1,1,2016
58,0,157,57.3,2,2,1964
57,1,169,90.4,2,2,2575
51,1,176,77.9,2,2,2524
59,1,186,66.5,1,1,1732
55,0,155,55.8,1,2,1751
38,1,151,55.3,1,2,2006
18,1,182,89.4,3,1,2541
28,1,169,91.8,3,1,2434
24,1,174,95.3,3,1,2520
33,0,179,83.0,1,2,2283
22,0,172,69.4,2,2,2359
32,1,175,79.8,3,1,2331
37,1,179,76.1,1,2,2394
31,1,186,85.0,3,1,2457
21,1,166,86.7,3,1,2399
37,1,160,70.4,3,2,2619
38,1,182,89.2,2,1,2239
45,1,173,65.6,3,2,2612
27,1,179,82.9,2,2,2712
45,0,185,99.2,1,1,1923
59,0,151,74.6,1,1,1394
44,1,187,79.0,1,1,1938
57,0,189,96.8,3,1,2264
19,0,154,76.0,3,1,2027
60,0,162,81.4,2,2,2226
44,0,169,83.1,2,1,1867
54,1,167,85.4,3,1,2227
50,0,156,85.5,1,2,2080
49,1,154,61.6,1,2,2033
31,1,183,71.4,3,2,2802
46,1,172,91.2,3,2,2857
37,0,185,95.9,2,1,2130
29,0,173,81.4,3,2,2650
35,1,155,55.4,1,2,2047
51,1,160,85.5,2,1,2000
57,0,160,75.5,3,1,1870
55,0,169,69.4,2,1,1675
44,0,169,86.4,2,2,2400
25,1,153,73.3,2,2,2464
53,1,164,87.7,2,2,2537
58,0,167,80.5,1,2,2058
59,1,151,69.6,1,1,1544
47,0,165,81.2,1,2,2108
18,0,176,94.3,1,1,1953
20,0,174,90.4,3,2,2791
58,0,185,68.1,3,1,1947
52,1,164,66.6,1,1,1631
58,0,173,93.3,1,1,1724
31,0,158,65.2,3,1,1884
33,0,179,69.5,1,2,2148
51,1,176,63.3,3,2,2578
50,0,189,85.9,3,2,2690
30,0,176,73.9,1,2,2189
19,1,190,95.4,2,2,2946
39,0,173,61.5,1,2,2001
34,0,150,62.9,3,2,2296
29,1,178,83.9,1,2,2506
21,1,153,73.5,2,2,2486
40,1,169,91.7,1,2,2473
33,0,150,58.8,2,1,1560
45,0,160,85.6,1,2,2131
49,0,183,89.4,3,1,2192
43,0,167,82.3,1,2,2151
37,1,187,82.3,3,2,2906
33,1,172,67.7,2,1,1987
59,0,184,66.4,3,1,1919
21,1,169,73.9,2,2,2590
27,1,171,92.0,2,1,2253
37,0,165,75.4,2,2,2300
58,0,153,76.9,3,1,1835
38,0,157,61.9,2,2,2110
46,0,175,79.8,3,2,2561
52,0,179,90.7,1,2,2265
49,1,169,76.9,2,2,2480
29,0,184,64.6,1,1,1651
52,0,173,73.8,1,2,2059
44,0,188,67.6,2,1,1831
33,1,152,63.8,1,1,1623
24,1,152,82.9,3,1,2259
41,0,166,85.1,3,2,2583
46,0,165,90.1,2,2,2402
19,0,160,71.7,3,2,2522
25,1,169,88.1,3,2,2912
41,0,190,73.7,1,2,2219
45,1,174,77.1,1,1,1833
33,1,167,74.3,1,1,1821
43,0,156,72.4,2,1,1684
18,0,163,70.3,3,2,2531
52,1,168,66.2,1,1,1652
31,1,154,73.7,3,1,2144
35,1,153,83.4,1,2,2315
54,1,174,79.4,3,1,2211
22,1,161,67.3,1,2,2269
33,1,163,60.6,3,2,2559
26,1,160,61.6,2,1,1886
24,1,176,91.5,3,1,2495
46,1,156,55.5,1,2,2000
57,1,176,71.0,2,1,1925
57,0,175,90.4,1,2,2212
48,1,151,68.4,2,1,1787
49,0,150,63.4,3,2,2226
32,1,187,75.5,2,2,2663
32,1,168,78.6,2,2,2576
45,1,159,57.6,1,2,2044
42,0,183,83.4,1,2,2267
39,0,156,66.8,2,2,2148
45,0,151,59.6,3,1,1714
30,1,161,68.5,1,2,2241
31,1,159,65.4,3,1,2092
56,1,167,69.6,2,2,2359
56,1,166,68.2,3,1,2039
42,1,168,91.7,1,2,2457
24,0,151,67.6,3,2,2399
57,0,178,85.3,1,2,2180
19,0,171,63.8,2,2,2311
42,1,178,87.5,3,2,2877
27,1,171,62.0,2,2,2453
47,1,177,91.9,3,1,2390
56,0,175,63.9,1,2,1952
50,0,185,65.9,2,1,1765
25,0,168,81.2,2,2,2437
57,1,168,91.9,1,2,2384
56,1,170,92.2,3,2,2804
60,0,179,88.6,1,2,2204
60,1,186,80.6,3,1,2268
52,0,171,72.6,1,2,2034
57,0,173,86.5,1,1,1661
43,1,178,87.3,2,1,2170
46,1,156,80.2,1,2,2247
59,1,180,88.2,2,2,2612
51,0,179,83.6,2,1,1899
44,0,161,87.3,2,1,1859
60,0,170,73.9,2,2,2201
57,0,171,60.8,3,1,1791
22,1,190,78.9,2,2,2766
55,0,179,92.4,1,1,1767
47,1,154,64.0,1,2,2067
34,1,167,71.9,2,2,2492
37,1,175,83.0,1,1,1938
34,0,183,66.8,3,2,2541
39,1,186,74.0,1,1,1907
44,1,175,89.8,2,1,2171
45,0,185,77.7,3,1,2108
30,1,179,95.1,2,2,2819
23,1,162,68.3,1,1,1780
60,0,179,66.6,1,2,1984
28,0,186,94.1,1,1,1963
27,1,166,80.5,2,2,2607
29,0,161,71.6,3,1,1977
21,1,163,58.9,1,2,2202
25,0,188,82.3,3,2,2773
27,1,158,67.7,3,2,2629
53,1,156,54.8,1,2,1958
58,0,152,70.0,3,2,2260
42,1,170,75.7,2,1,2009
39,1,166,88.4,1,1,1926
60,0,161,61.8,2,1,1524
41,0,186,89.5,1,1,1852
50,0,164,70.3,2,1,1678
39,0,187,91.5,1,2,2388
29,0,151,60.1,3,2,2299
36,1,164,70.8,3,1,2153
38,1,189,70.3,2,1,2094
60,0,163,81.6,3,1,1934
19,0,161,59.3,3,1,1904
60,1,166,59.7,3,1,1934
37,1,165,81.9,3,2,2765
58,0,153,75.6,1,2,1922
37,0,163,68.1,2,2,2214
33,0,185,86.2,1,1,1853
60,1,186,77.9,1,1,1841
55,1,158,58.0,2,1,1692
41,1,176,73.1,3,1,2226
42,0,150,69.3,3,1,1820
26,0,179,96.8,1,1,1956
44,0,180,70.4,2,2,2309
32,0,169,65.3,3,2,2449
18,1,185,74.6,3,1,2412
47,0,172,88.8,2,1,1928
23,1,177,70.2,2,2,2593
26,0,182,64.5,2,1,1852
55,1,165,74.8,1,1,1704
51,1,185,75.0,2,2,2551
26,0,150,70.4,3,1,1911
49,1,163,59.9,2,1,1772
30,1,186,68.5,3,2,2797
55,0,171,75.6,3,2,2449
44,1,152,77.4,3,1,2104
44,1,154,64.1,2,1,1783
29,1,175,89.5,3,2,2943
36,0,175,81.6,3,1,2129
35,0,152,81.6,2,2,2291
27,1,158,84.0,3,2,2792
39,1,152,72.4,1,2,2179
19,0,179,96.1,2,1,2184
39,1,167,70.9,3,1,2157
30,1,178,66.9,2,2,2531
54,1,167,63.8,1,2,2111
32,0,164,60.2,3,1,1867
39,1,167,72.9,2,2,2477
31,0,169,60.6,2,1,1707
45,0,190,91.1,2,1,2073
59,1,171,68.8,3,2,2561
21,0,161,61.3,1,2,2014
53,0,166,67.9,1,2,1951
20,1,187,83.1,1,1,2099
52,1,187,83.3,1,1,1941
30,1,172,71.7,3,1,2242
25,1,158,74.8,1,1,1810
31,0,150,73.0,1,1,1512
51,0,181,76.0,3,2,2536
42,1,169,69.0,1,2,2236
26,1,185,80.3,3,2,2929
48,0,174,94.1,1,2,2288
25,1,173,77.2,2,1,2128
21,1,152,71.8,1,2,2263
31,1,166,83.7,3,2,2819
34,0,159,58.3,3,1,1806
45,1,177,68.3,1,1,1764
56,1,172,67.4,3,1,2069
19,1,181,64.3,2,1,2079
34,0,161,62.8,2,1,1664
25,0,181,81.7,1,2,2323
50,0,159,64.2,3,1,1785
50,0,186,92.7,2,1,2039
43,0,189,83.6,1,1,1802
53,0,157,80.4,2,2,2220
55,1,179,73.0,2,1,1973
18,1,170,66.9,1,1,1841
40,1,175,90.1,1,1,1994
45,1,174,92.1,2,1,2183
26,0,153,75.3,3,1,1979
60,1,154,74.5,2,2,2307
49,1,175,83.8,1,1,1886
60,1,153,64.1,2,1,1697
54,1,162,58.8,2,1,1730
43,0,186,69.0,3,2,2537
51,1,186,89.8,3,2,2905
33,0,157,81.3,2,1,1829
31,0,178,91.5,1,2,2372
35,1,164,75.0,2,1,2000
18,0,155,82.9,1,1,1707
53,0,152,67.2,1,1,1357
49,1,159,81.3,3,1,2161
57,0,171,68.5,2,2,2168
46,1,152,83.0,1,1,1750
40,0,156,67.0,3,2,2345
25,0,170,91.4,3,2,2751
51,1,180,73.6,1,2,2306
28,0,158,64.3,3,1,1890
46,0,153,55.1,3,2,2177
34,1,181,94.8,3,2,3009
55,1,154,84.4,3,1,2131
25,1,175,79.5,1,2,2463
56,0,185,81.2,1,2,2188
48,0,157,58.0,1,2,1821
48,1,189,68.8,3,1,2229
33,1,157,58.9,2,2,2305
52,0,188,96.2,3,1,2277
22,1,180,97.7,1,1,2192
56,0,165,81.8,2,1,1769
23,1,185,88.4,1,1,2125
37,1,186,73.5,1,2,2412
43,0,167,59.6,2,2,2124
32,0,190,85.0,2,1,2077
27,0,151,77.2,3,2,2480
42,0,165,63.2,1,2,1953
39,1,190,78.4,3,2,2876
31,0,150,80.1,2,2,2283
44,0,185,95.4,3,2,2790
54,0,185,91.8,1,2,2304
19,1,168,84.0,1,1,1995
32,1,179,74.6,1,1,1904
34,1,164,80.7,2,1,2062
53,1,159,78.0,1,2,2208
39,0,168,82.1,3,1,2076
25,1,184,85.6,3,1,2481
37,1,174,76.9,2,2,2571
50,0,150,80.7,2,1,1694
54,0,164,80.1,2,2,2256
36,0,190,74.5,3,1,2152
26,0,174,82.0,3,2,2677
34,0,152,62.8,1,2,1908
40,1,174,86.3,2,1,2150
38,0,152,83.3,2,1,1793
41,1,185,70.6,3,2,2757
27,0,185,70.1,3,2,2622
52,0,187,74.0,3,2,2548
40,0,150,82.3,2,1,1760
28,1,159,62.8,3,1,2081
46,1,160,58.7,2,1,1757
19,0,158,67.9,2,2,2271
38,0,163,86.4,2,2,2392
46,1,162,77.6,3,2,2658
37,0,190,85.4,1,1,1856
28,1,166,72.4,2,1,2021
52,1,178,83.9,3,1,2291
58,1,185,84.1,3,2,2807
51,0,156,82.4,3,1,1944
35,1,183,99.1,2,1,2359
19,0,176,83.1,3,2,2736
44,0,179,91.5,2,2,2513
58,1,182,92.6,3,1,2373
41,0,188,86.1,3,2,2731
46,1,168,73.8,3,2,2658
36,1,151,77.2,2,1,1935
56,0,180,67.3,3,2,2418
33,0,183,92.5,3,1,2303
27,0,175,93.9,1,1,1897
59,0,172,79.8,1,2,2078
36,0,171,62.1,2,1,1709
46,0,181,99.4,3,1,2295
53,1,174,66.4,1,1,1686
47,0,158,75.2,3,1,1904
27,0,187,69.8,1,2,2231
43,0,163,81.0,2,1,1813
49,0,163,73.2,2,1,1705
55,0,162,89.0,1,1,1627
59,1,184,77.1,2,1,2026
35,1,153,55.3,1,1,1534
20,1,183,88.4,3,2,3027
21,0,161,66.2,3,2,2463
24,0,190,103.6,2,1,2303
22,1,166,65.0,3,2,2677
31,0,158,86.9,1,1,1701
37,1,170,78.7,3,2,2764
54,0,180,77.0,2,2,2325
22,1,161,80.6,2,2,2602
49,0,163,63.7,2,1,1610
50,1,173,81.7,2,2,2548
22,0,154,72.0,1,2,2072
46,0,186,66.1,3,2,2493
23,1,185,81.2,3,2,2953
53,1,165,58.0,2,2,2246
20,1,158,81.1,3,1,2298
57,0,172,64.4,2,2,2134
36,0,155,55.4,3,2,2242
35,1,174,68.7,3,2,2699
18,0,172,74.7,1,2,2232
52,1,187,88.9,3,1,2397
60,1,180,72.1,3,2,2646
58,1,190,72.0,2,1,2017
30,1,190,95.7,1,2,2694
24,0,169,67.9,2,2,2315
31,0,181,76.3,1,1,1739
49,1,165,74.7,1,1,1733
45,1,185,89.4,3,1,2425
58,1,169,84.7,1,1,1813
49,0,180,96.4,1,1,1844
51,0,180,87.2,1,1,1742
19,1,184,100.1,3,1,2656
18,1,175,77.7,1,2,2480
21,0,162,87.2,1,2,2279
57,0,164,83.9,2,2,2279
22,0,175,66.1,2,2,2344
31,1,160,69.9,2,2,2444
35,0,186,95.3,1,1,1940
46,1,171,84.6,3,1,2284
42,0,183,90.7,3,2,2740
29,0,166,69.9,3,1,1991
47,0,187,95.0,3,2,2783
37,0,190,77.3,2,1,1975
59,1,152,57.1,3,2,2326
58,1,163,67.0,1,1,1598
52,1,160,61.6,1,2,2056
33,0,186,88.3,3,1,2280
36,1,168,73.4,1,2,2304
43,1,185,66.1,1,2,2302
57,0,155,80.0,3,2,2383
46,1,166,87.6,2,1,2083
35,0,180,98.7,3,1,2337
31,1,168,88.1,2,1,2176
27,0,181,66.0,3,2,2556
23,0,185,85.8,3,2,2799
41,0,186,76.5,3,1,2122
52,0,174,69.6,2,2,2223
21,0,184,73.1,3,1,2176
42,0,170,79.5,2,1,1847
58,1,153,60.9,2,2,2175
33,1,184,74.2,3,1,2327
42,1,183,77.2,1,1,1905
45,0,158,78.1,3,2,2443
60,1,176,82.2,2,2,2522
34,1,167,88.3,2,1,2156
22,1,173,74.7,2,2,2618
48,0,165,59.0,2,2,2081
59,0,179,93.0,2,2,2453
37,0,166,68.5,2,1,1737
52,0,176,74.5,2,2,2285
46,1,176,79.2,1,2,2362
23,0,172,93.1,2,1,2091
34,1,167,89.9,1,1,1972
60,1,182,91.8,2,2,2655
30,1,167,82.1,2,1,2114
19,1,170,93.4,1,2,2601
59,1,167,84.1,1,1,1789
